optimizer,loss,top1,seconds,state_mb,device
adamw,0.012055632658302784,0.4000000059604645,0.41686549998121336,0.5528411865234375,mps
sgd,0.45646345615386963,0.4000000059604645,0.3099494159978349,0.27640533447265625,mps
rmsprop,0.01406768523156643,0.36666667461395264,0.36305008400813676,0.5528411865234375,mps
