optimizer,loss,top1,seconds,state_mb,device
adamw,0.01964671164751053,0.4000000059604645,0.41378775000339374,0.5528411865234375,mps
sgd,0.4414185583591461,0.3333333432674408,0.3080739160068333,0.27640533447265625,mps
rmsprop,0.011793283745646477,0.5333333611488342,0.3640054579882417,0.5528411865234375,mps
