optimizer,loss,top1,seconds,state_mb,device
adamw,0.007349538151174784,0.4333333373069763,0.31816008299938403,0.5528411865234375,cpu
sgd,0.46830105781555176,0.2666666805744171,0.2567961250024382,0.27640533447265625,cpu
rmsprop,0.001659035449847579,0.36666667461395264,0.2974037920066621,0.5528411865234375,cpu
