optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device
adamw,0.011611245572566986,0.988156847133758,62.68894687500142,0.8077239990234375,0.0,cpu
sgd,0.045142680406570435,0.9665605095541401,61.5664917499962,0.40384674072265625,0.0,cpu
rmsprop,0.05332261323928833,0.9739251592356688,62.4509127909987,0.8077239990234375,0.0,cpu
