optimizer,loss,top1,seconds,state_mb,device
adamw,0.0168670192360878,0.4000000059604645,0.3166874580056174,0.5528411865234375,cpu
sgd,0.5140652060508728,0.3333333432674408,0.24287741699663457,0.27640533447265625,cpu
rmsprop,0.008057357743382454,0.4333333373069763,0.28099299999303184,0.5528411865234375,cpu
