optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,1.363372802734375,0.50439453125,3.5274782500055153,1.0442962646484375,0.0,mps,cifar10
fanosv2fast,1.1688746213912964,0.54541015625,5.549524416011991,1.0442657470703125,0.0,mps,cifar10
