optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,1.1760015487670898,0.51953125,3.5301780000154395,1.0442962646484375,0.0,mps,cifar10
fanosv2fast,1.16586172580719,0.51416015625,5.648272457998246,1.0442657470703125,0.0,mps,cifar10
