optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,1.2618324756622314,0.6499800955414012,16.586579875001917,1.0442962646484375,0.0,mps,cifar10
sgd,1.9183887243270874,0.444765127388535,15.19354087501415,0.5221328735351562,0.0,mps,cifar10
rmsprop,2.026604652404785,0.4898487261146497,16.904543834010838,1.0442962646484375,0.0,mps,cifar10
