optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.9657109379768372,0.50244140625,3.4878643749980256,1.0442962646484375,0.0,mps,cifar10
fanosv2fast,0.7862473130226135,0.5048828125,5.856439416005742,1.0442657470703125,0.0,mps,cifar10
