optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.28288280963897705,0.9021695859872612,65.69756937499915,0.8077239990234375,0.0,cpu,fashionmnist
sgd,0.48865193128585815,0.8382762738853503,63.76594075000321,0.40384674072265625,0.0,cpu,fashionmnist
rmsprop,0.2451622486114502,0.888734076433121,66.85282649999135,0.8077239990234375,0.0,cpu,fashionmnist
