optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.3305410146713257,0.8671875,2.9188495830167085,0.8077239990234375,0.0,mps,fashionmnist
fanosv2fast,0.3170173168182373,0.86474609375,4.709108916023979,0.8076934814453125,0.0,mps,fashionmnist
