optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.04380914568901062,0.9677734375,3.139464833016973,0.8077239990234375,0.0,mps,mnist
fanosv2fast,0.030017247423529625,0.9765625,4.000377209013095,0.8076934814453125,0.0,mps,mnist
