optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.0010201481636613607,0.9885549363057324,16.562373207998462,0.8077239990234375,0.0,mps,mnist
sgd,0.015123797580599785,0.9692476114649682,13.552202666993253,0.40384674072265625,0.0,mps,mnist
rmsprop,0.00031882530311122537,0.9830812101910829,15.866179750009906,0.8077239990234375,0.0,mps,mnist
