optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device
adamw,2.2838993072509766,0.15625,0.06637258299451787,0.8077239990234375,0.0,cpu
sgd,2.300623655319214,0.1171875,0.056018749994109385,0.40384674072265625,0.0,cpu
rmsprop,2.1662802696228027,0.1640625,0.057336541009135544,0.8077239990234375,0.0,cpu
