optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.5132680535316467,0.8486328125,2.6321652499900665,0.8077239990234375,0.0,mps,fashionmnist
fanosv2fast,0.3716013431549072,0.88232421875,4.243914958991809,0.8076934814453125,0.0,mps,fashionmnist
