optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.024192409589886665,0.96337890625,2.722204000019701,0.8077239990234375,0.0,mps,mnist
fanosv2fast,0.004046801012009382,0.96826171875,4.2473479170002975,0.8076934814453125,0.0,mps,mnist
