optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.006091328337788582,0.958984375,2.755751374992542,0.8077239990234375,0.0,mps,mnist
fanosv2fast,0.0009726310381665826,0.9716796875,4.348441208974691,0.8076934814453125,0.0,mps,mnist
