optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device
adamw,0.00319537497125566,0.9882563694267515,70.45070237499021,0.8077239990234375,0.0,cpu
sgd,0.08266890794038773,0.9674562101910829,62.48622091699508,0.40384674072265625,0.0,cpu
rmsprop,0.04519558697938919,0.9784036624203821,63.88434975000564,0.8077239990234375,0.0,cpu
