optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device
adamw,0.04197491705417633,0.9883558917197452,63.35567975000595,0.8077239990234375,0.0,cpu
sgd,0.1315467655658722,0.9680533439490446,62.89932204099023,0.40384674072265625,0.0,cpu
rmsprop,0.03145481273531914,0.9850716560509554,63.74955633300124,0.8077239990234375,0.0,cpu
