optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device
adamw,0.14089438319206238,0.9866640127388535,63.37653949999367,0.8077239990234375,0.0,cpu
sgd,0.2325764149427414,0.96875,63.33679633399879,0.40384674072265625,0.0,cpu
rmsprop,0.058299146592617035,0.9808917197452229,64.44439537500148,0.8077239990234375,0.0,cpu
