task,optimizer,config,n,top1_mean,top1_std,loss_mean,loss_std,seconds_mean,state_mb_mean
vision,fanosv2,low_lr,10,0.9898686305732484,0.0009726292416611848,0.0159739056842227,0.03451619317176543,70.8842101208982,0.8076934814453125
vision,fanosv2,vision_sweep_best,10,0.9894506369426752,0.0012614884117457153,0.014411181589093758,0.015966929338854283,70.75810336250143,0.8076934814453125
vision,fanosv2,stable,10,0.9878781847133757,0.001928553848481583,0.029700828522254596,0.05535830172004026,69.75128392900078,0.8076934814453125
vision,adamw,baseline,10,0.9878682324840764,0.0014279898138736349,0.025405689678154885,0.04377279461427327,64.97755409989767,0.8077239990234375
vision,rmsprop,baseline,10,0.9817078025477707,0.003620022230931584,0.03612437560223043,0.051679349532427823,65.04375409599888,0.8077239990234375
vision,sgd,baseline,10,0.9675258757961783,0.0018742924811165668,0.10291624423116445,0.07270136773562373,63.16089603319415,0.40384674072265625
