optimizer,loss,top1,seconds,state_mb,device
fanosv2,0.8297662734985352,0.4000000059604645,1.8325977089989465,0.5528106689453125,mps
adamw,0.7937564253807068,0.5,0.04745545799960382,0.5528411865234375,mps
