task,optimizer,seed,final_loss,metric,seconds,state_mb,status
rosenbrock100,fanosv2,0,20.215688705444336,4.571253776550293,0.13502137499745004,0.000762939453125,ok
rosenbrock100,adamw,0,7587.72705078125,11.331255912780762,0.09783158299978822,0.000766754150390625,ok
rosenbrock100,sgd,0,nan,nan,0.08467262500198558,0.0003814697265625,nonfinite
rosenbrock100,rmsprop,0,94.98020935058594,9.746788024902344,0.09360449999803677,0.000766754150390625,ok
rosenbrock100,fanosv2,1,18.97209930419922,4.437513828277588,0.12355937498796266,0.000762939453125,ok
rosenbrock100,adamw,1,4919.06298828125,10.749091148376465,0.09691808301431593,0.000766754150390625,ok
rosenbrock100,sgd,1,70.39640045166016,8.405768394470215,0.08498691700515337,0.0003814697265625,ok
rosenbrock100,rmsprop,1,92.6950912475586,9.629003524780273,0.09329745899594855,0.000766754150390625,ok
rosenbrock100,fanosv2,2,0.04617220163345337,0.0999656394124031,0.12331604199425783,0.000762939453125,ok
rosenbrock100,adamw,2,4884.78857421875,11.024531364440918,0.09596545800741296,0.000766754150390625,ok
rosenbrock100,sgd,2,nan,nan,0.08372704101202544,0.0003814697265625,nonfinite
rosenbrock100,rmsprop,2,133.80078125,8.383490562438965,0.09382524999091402,0.000766754150390625,ok
ill_conditioned_quadratic,fanosv2,0,2.2839701175689697,0.32829749584198,0.09110954200150445,0.00390625,ok
ill_conditioned_quadratic,adamw,0,0.04788607731461525,0.03767896816134453,0.06241583400696982,0.003910064697265625,ok
ill_conditioned_quadratic,sgd,0,0.8313952684402466,10.307947158813477,0.05070070899091661,0.001953125,ok
ill_conditioned_quadratic,rmsprop,0,0.2812962532043457,0.07114923745393753,0.05960391699045431,0.003910064697265625,ok
ill_conditioned_quadratic,fanosv2,1,3.337031602859497,0.2605471611022949,0.08987166600127239,0.00390625,ok
ill_conditioned_quadratic,adamw,1,0.0020428888965398073,0.004629220813512802,0.06231595799908973,0.003910064697265625,ok
ill_conditioned_quadratic,sgd,1,1.0380088090896606,9.89641284942627,0.05041208399052266,0.001953125,ok
ill_conditioned_quadratic,rmsprop,1,0.2019992172718048,0.06859119236469269,0.059158624993870035,0.003910064697265625,ok
ill_conditioned_quadratic,fanosv2,2,0.7847853302955627,0.16562104225158691,0.09087733300111722,0.00390625,ok
ill_conditioned_quadratic,adamw,2,6.467560888268054e-05,0.004007257055491209,0.06284341700666118,0.003910064697265625,ok
ill_conditioned_quadratic,sgd,2,0.7784441709518433,9.58867073059082,0.0519485000113491,0.001953125,ok
ill_conditioned_quadratic,rmsprop,2,0.23531948029994965,0.07793816179037094,0.0596053750050487,0.003910064697265625,ok
noisy_small_regression,fanosv2,0,0.0016597341746091843,0.06210848689079285,0.34480166700086556,0.00879669189453125,ok
noisy_small_regression,adamw,0,0.011465102434158325,0.049835335463285446,0.18042350000177976,0.008819580078125,ok
noisy_small_regression,sgd,0,0.42631101608276367,0.43481507897377014,0.12621358399337623,0.004398345947265625,ok
noisy_small_regression,rmsprop,0,0.0003437231935095042,0.06292314827442169,0.1674584159918595,0.008819580078125,ok
noisy_small_regression,fanosv2,1,0.0011456198990345001,0.05448165908455849,0.3458957920083776,0.00879669189453125,ok
noisy_small_regression,adamw,1,0.004999739583581686,0.04671330004930496,0.18161158300063107,0.008819580078125,ok
noisy_small_regression,sgd,1,0.39965885877609253,0.45740652084350586,0.12501554099435452,0.004398345947265625,ok
noisy_small_regression,rmsprop,1,0.0004097447090316564,0.053187742829322815,0.1717954159976216,0.008819580078125,ok
noisy_small_regression,fanosv2,2,0.003143408102914691,0.05343121662735939,0.3429563749959925,0.00879669189453125,ok
noisy_small_regression,adamw,2,0.013113295659422874,0.04482761025428772,0.18060179099848028,0.008819580078125,ok
noisy_small_regression,sgd,2,0.44708478450775146,0.4472276270389557,0.12602541700471193,0.004398345947265625,ok
noisy_small_regression,rmsprop,2,0.0003869939537253231,0.05868160352110863,0.16590695799095556,0.008819580078125,ok
ode_exp_fit,fanosv2,0,0.00011548630573088303,0.004999041557312012,0.09042900000349618,7.62939453125e-06,ok
ode_exp_fit,adamw,0,0.00011548630573088303,0.004999399185180664,0.0665022500033956,1.1444091796875e-05,ok
ode_exp_fit,sgd,0,0.00012434534437488765,0.02391064167022705,0.05444945899944287,3.814697265625e-06,ok
ode_exp_fit,rmsprop,0,0.0001163532433565706,0.003140091896057129,0.06294616700324696,1.1444091796875e-05,ok
ode_exp_fit,fanosv2,1,0.00010845669748960063,0.006747007369995117,0.0899562499980675,7.62939453125e-06,ok
ode_exp_fit,adamw,1,0.0001084566829376854,0.006746888160705566,0.06558149999182206,1.1444091796875e-05,ok
ode_exp_fit,sgd,1,0.00011812450975412503,0.013194084167480469,0.053337707999162376,3.814697265625e-06,ok
ode_exp_fit,rmsprop,1,0.00011577186523936689,0.004291415214538574,0.06243020900001284,1.1444091796875e-05,ok
ode_exp_fit,fanosv2,2,0.00010758864664239809,0.0018274784088134766,0.08852020799531601,7.62939453125e-06,ok
ode_exp_fit,adamw,2,0.00010758861753856763,0.001827836036682129,0.0638617500080727,1.1444091796875e-05,ok
