optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
fanosv2,2.3004655838012695,0.21875,0.03543579200049862,0.8076934814453125,0.0,cpu,mnist
adamw,2.3004655838012695,0.21875,0.01670162500522565,0.8077239990234375,0.0,cpu,mnist
