task,optimizer,n,loss_mean,metric_mean,seconds_mean,state_mb_mean,ok
poisson_pinn_1d,fanosv2,3,0.03859988537927469,0.002543517912272364,0.6612291943310993,0.00879669189453125,3
poisson_pinn_1d,adamw,3,0.003829231640944878,1.5293793609316708e-07,0.48132541666564066,0.008819580078125,3
poisson_pinn_1d,sgd,3,0.004085141078879436,1.393254898118812e-07,0.4182603333320003,0.004398345947265625,3
poisson_pinn_1d,rmsprop,3,0.003795309787771354,0.0006999864417593926,0.46388977799991454,0.008819580078125,3
sequence_memory,fanosv2,3,0.22959620562505734,0.8489583333333334,3.90296026399786,0.0092926025390625,3
sequence_memory,adamw,3,0.00010505639268861462,1.0,3.722276333331441,0.00931549072265625,3
sequence_memory,sgd,3,0.6881199479103088,0.5494791666666666,3.652601263670173,0.00464630126953125,3
sequence_memory,rmsprop,3,0.6808044910430908,0.546875,3.7075192223370927,0.00931549072265625,3
