task,optimizer,seed,final_loss,metric,seconds,state_mb,status
poisson_pinn_1d,fanosv2,0,0.0008651535026729107,1.1732993243640522e-08,1.1478907909913687,0.00879669189453125,ok
poisson_pinn_1d,adamw,0,0.0015294093172997236,2.915436780881464e-08,0.851050707991817,0.008819580078125,ok
poisson_pinn_1d,sgd,0,0.003522226819768548,8.612155255605103e-08,0.7761982920055743,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,0,0.008989103138446808,0.0007381141767837107,0.8491387499962002,0.008819580078125,ok
poisson_pinn_1d,fanosv2,1,0.0007332401582971215,8.517506699945443e-09,1.0869620839948766,0.00879669189453125,ok
poisson_pinn_1d,adamw,1,0.0014460502425208688,1.9258248329379057e-08,0.8378902499971446,0.008819580078125,ok
poisson_pinn_1d,sgd,1,0.003060184884816408,6.005474517678522e-08,0.7518678750057006,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,1,0.026224136352539062,0.0014778177719563246,0.8446980829903623,0.008819580078125,ok
poisson_pinn_1d,fanosv2,2,0.00038777446025051177,3.932151493302172e-09,1.0963405000075,0.00879669189453125,ok
poisson_pinn_1d,adamw,2,0.0008339580963365734,1.4257235392278744e-08,0.8327109590027248,0.008819580078125,ok
poisson_pinn_1d,sgd,2,0.0015370724722743034,2.1631489488527222e-08,0.7698493749921909,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,2,0.0008053237106651068,1.551912646391429e-05,0.8191101250122301,0.008819580078125,ok
poisson_pinn_1d,fanosv2,3,0.00022654555505141616,2.064322046635425e-09,1.297126333010965,0.00879669189453125,ok
poisson_pinn_1d,adamw,3,0.000926864449866116,1.5901532535167462e-08,0.8548358330008341,0.008819580078125,ok
poisson_pinn_1d,sgd,3,0.002104593673720956,2.6950687015414587e-08,0.7706750419893069,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,3,0.007270007859915495,0.0005463692359626293,0.8067864580079913,0.008819580078125,ok
poisson_pinn_1d,fanosv2,4,0.0005309272673912346,6.180992162541088e-09,1.0511264579981798,0.00879669189453125,ok
poisson_pinn_1d,adamw,4,0.0012301092501729727,1.4599016218141969e-08,0.8419077919970732,0.008819580078125,ok
poisson_pinn_1d,sgd,4,0.004190057050436735,6.21513009946284e-08,0.7462150000064867,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,4,0.0014237449504435062,0.00013394550478551537,0.8115272090071812,0.008819580078125,ok
