optimizer,loss,top1,seconds,state_mb,device
fanosv2,1.2830960750579834,0.4333333373069763,0.5310049170075217,0.5528106689453125,cpu
adamw,0.025927165523171425,0.4333333373069763,0.3269178750051651,0.5528411865234375,cpu
sgd,0.5267099738121033,0.3333333432674408,0.2631943750020582,0.27640533447265625,cpu
rmsprop,0.00929068773984909,0.4333333373069763,0.31423725000058766,0.5528411865234375,cpu
