task,optimizer,seed,final_loss,metric,seconds,state_mb,status
poisson_pinn_1d,fanosv2,0,0.060242004692554474,0.005394412204623222,0.6754019580112072,0.00879669189453125,ok
poisson_pinn_1d,adamw,0,0.004137455951422453,2.8344746283437416e-07,0.4800587909994647,0.008819580078125,ok
poisson_pinn_1d,sgd,0,0.006491587031632662,3.0233931624934485e-07,0.4173660829983419,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,0,0.0002533943043090403,2.455743378959596e-05,0.46392745900084265,0.008819580078125,ok
poisson_pinn_1d,fanosv2,1,0.03797519952058792,0.00166846823412925,0.6503589999920223,0.00879669189453125,ok
poisson_pinn_1d,adamw,1,0.002683036495000124,4.052511570762363e-08,0.48006283400172833,0.008819580078125,ok
poisson_pinn_1d,sgd,1,0.0034890533424913883,6.430693844095003e-08,0.41832029199576937,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,1,0.0083682332187891,0.0017491942271590233,0.46356087499589194,0.008819580078125,ok
poisson_pinn_1d,fanosv2,2,0.017582451924681664,0.0005676732980646193,0.6579266249900684,0.00879669189453125,ok
poisson_pinn_1d,adamw,2,0.004667202476412058,1.3484122973750345e-07,0.48385462499572895,0.008819580078125,ok
poisson_pinn_1d,sgd,2,0.0022747828625142574,5.133021474534871e-08,0.41909462500188965,0.004398345947265625,ok
poisson_pinn_1d,rmsprop,2,0.0027643018402159214,0.0003262076643295586,0.4641810000030091,0.008819580078125,ok
sequence_memory,fanosv2,0,0.6887327432632446,0.546875,3.905049124994548,0.0092926025390625,ok
sequence_memory,adamw,0,0.0002303405781276524,1.0,3.7241645000030985,0.00931549072265625,ok
sequence_memory,sgd,0,0.6887397170066833,0.546875,3.6515741250041174,0.00464630126953125,ok
sequence_memory,rmsprop,0,0.6679231524467468,0.5390625,3.702082417003112,0.00931549072265625,ok
sequence_memory,fanosv2,1,4.184613862889819e-05,1.0,3.896779749993584,0.0092926025390625,ok
sequence_memory,adamw,1,3.673067476483993e-05,1.0,3.717765249995864,0.00931549072265625,ok
sequence_memory,sgd,1,0.6869258284568787,0.5546875,3.6496812910045264,0.00464630126953125,ok
sequence_memory,rmsprop,1,0.6872578263282776,0.5546875,3.710294625008828,0.00931549072265625,ok
sequence_memory,fanosv2,2,1.4027473298483528e-05,1.0,3.9070519170054467,0.0092926025390625,ok
sequence_memory,adamw,2,4.809792517335154e-05,1.0,3.72489924999536,0.00931549072265625,ok
sequence_memory,sgd,2,0.6886942982673645,0.546875,3.6565483750018757,0.00464630126953125,ok
sequence_memory,rmsprop,2,0.687232494354248,0.546875,3.7101806249993388,0.00931549072265625,ok
