optimizer,loss,top1,seconds,state_mb,peak_gpu_mb,device,dataset
adamw,0.0004583089903462678,0.9882563694267515,62.22248325000692,0.8077239990234375,0.0,cpu,mnist
sgd,0.05124931037425995,0.964968152866242,61.27623025000503,0.40384674072265625,0.0,cpu,mnist
rmsprop,0.001681894646026194,0.98546974522293,62.931329166996875,0.8077239990234375,0.0,cpu,mnist
